partecipant,match_id,datetime,group,stato_avanzamento_torneo,match_day,lock_timestamp,home_team,away_team,home_score,away_score,real_scorers,real_autogol_squadra_1,real_autogol_squadra_2,pred_home_score,pred_away_score,pred_result,pred_scorer,pred_autogol_squadra_1,pred_autogol_squadra_2,exact_score_points,result_1x2_points,scorer_points,own_goal_points,total_points
Andrea,16,2026-06-16 03:00,G,Group Stage,1,2026-06-11 21:00:00,Iran,New Zealand,2,2,MOHEBBI Mohammad;REZAEIAN Ramin;JUST Elijah,False,False,1,0,1,TAREMI Mehdi,False,False,0.0,0.0,0.0,0.0,0.0
Andrea,17,2026-06-16 21:00,I,Group Stage,1,2026-06-11 21:00:00,France,Senegal,3,1,MBAPPE Kylian;BARCOLA Bradley;MBAYE Ibrahim,False,False,2,1,1,DOUE Desire,False,False,0.0,2.0,0.0,0.0,2.0
Andrea,18,2026-06-17 00:00,I,Group Stage,1,2026-06-11 21:00:00,Iraq,Norway,1,4,AYMEN HUSSEIN;HAALAND Erling;OSTIGARD Leo,True,False,0,3,2,HAALAND Erling,False,False,0.0,2.0,3.5,0.0,5.5
Andrea,19,2026-06-17 03:00,J,Group Stage,1,2026-06-11 21:00:00,Argentina,Algeria,3,0,MESSI Lionel,False,False,2,1,1,SIMEONE Giuliano,False,False,0.0,2.0,0.0,0.0,2.0
Andrea,20,2026-06-17 06:00,J,Group Stage,1,2026-06-11 21:00:00,Austria,Jordan,3,1,SCHMID Romano;ARNAUTOVIC Marko;ALI OLWAN,False,True,2,0,1,SABITZER Marcel,False,False,0.0,2.0,0.0,0.0,2.0
Andrea,21,2026-06-17 19:00,K,Group Stage,1,2026-06-11 21:00:00,Portugal,Congo,1,1,JOAO NEVES;WISSA Yoane,False,False,3,0,1,CRISTIANO RONALDO,False,False,0.0,0.0,0.0,0.0,0.0
Andrea,22,2026-06-17 22:00,L,Group Stage,1,2026-06-11 21:00:00,England,Croatia,4,2,BELLINGHAM Jude;KANE Harry;RASHFORD Marcus;BATURINA Martin;MUSA Petar,False,False,1,1,X,KANE Harry,False,False,0.0,0.0,3.5,0.0,3.5
Andrea,23,2026-06-18 01:00,L,Group Stage,1,2026-06-11 21:00:00,Ghana,Panama,1,0,YIRENKYI Caleb,False,False,2,1,1,SEMENYO Antoine,False,False,0.0,2.0,0.0,0.0,2.0
Andrea,24,2026-06-18 04:00,K,Group Stage,1,2026-06-11 21:00:00,Uzbekistan,Colombia,1,3,FAYZULLAEV Abbosbek;CAMPAZ Jaminton;DIAZ Luis;MUNOZ Daniel,False,False,0,3,2,DIAZ Luis,False,False,0.0,2.0,3.5,0.0,5.5
Andrea,25,2026-06-18 18:00,A,Group Stage,2,2026-06-18 18:00:00,Czechia,South Africa,1,1,SADILEK Michal;MOKOENA Teboho,False,False,3,0,1,SCHICK Patrik,False,False,0.0,0.0,0.0,0.0,0.0
Andrea,26,2026-06-18 21:00,B,Group Stage,2,2026-06-18 18:00:00,Switzerland,Bosnia and Herzegovina,4,1,MANZAMBI Johan;VARGAS Ruben;MAHMIC Ermin;XHAKA Granit,False,False,2,2,X,ALAJBEGOVIC Kerim,False,False,0.0,0.0,0.0,0.0,0.0
Andrea,27,2026-06-19 00:00,B,Group Stage,2,2026-06-18 18:00:00,Canada,Qatar,6,0,DAVID Jonathan;LARIN Cyle;SALIBA Nathan,False,True,2,0,1,DAVID Jonathan,False,False,0.0,2.0,3.5,0.0,5.5
Andrea,28,2026-06-19 03:00,A,Group Stage,2,2026-06-18 18:00:00,Mexico,South Korea,1,0,ROMO Luis,False,False,1,1,X,ALVARADO Roberto,False,False,0.0,0.0,0.0,0.0,0.0
Andrea,29,2026-06-19 21:00,D,Group Stage,2,2026-06-18 18:00:00,USA,Australia,2,0,FREEMAN Alex,False,True,2,1,1,PULISIC Christian,False,False,0.0,2.0,0.0,0.0,2.0
Andrea,30,2026-06-20 00:00,C,Group Stage,2,2026-06-18 18:00:00,Scotland,Morocco,0,1,SAIBARI Ismael,False,False,0,2,2,DIAZ Brahim,False,False,0.0,2.0,0.0,0.0,2.0
Andrea,31,2026-06-20 02:30,C,Group Stage,2,2026-06-18 18:00:00,Brazil,Haiti,3,0,MATHEUS CUNHA;VINICIUS JUNIOR,False,False,3,0,1,VINICIUS JUNIOR,False,False,5.0,2.0,3.5,0.0,10.5
Andrea,32,2026-06-20 05:00,D,Group Stage,2,2026-06-18 18:00:00,Türkiye,Paraguay,0,1,GALARZA Matias,False,False,2,1,1,AKTURKOGLU Kerem,False,False,0.0,0.0,0.0,0.0,0.0
Andrea,33,2026-06-20 19:00,F,Group Stage,2,2026-06-18 18:00:00,Netherlands,Sweden,5,1,BROBBEY Brian;GAKPO Cody;SUMMERVILLE Crysencio;ELANGA Anthony,False,False,2,2,X,MALEN Donyell,False,False,0.0,0.0,0.0,0.0,0.0
Andrea,34,2026-06-20 22:00,E,Group Stage,2,2026-06-18 18:00:00,Germany,Côte d'Ivoire,2,1,KESSIE Franck;UNDAV Deniz,False,False,3,0,1,SANE Leroy,False,False,0.0,2.0,0.0,0.0,2.0
Andrea,35,2026-06-21 02:00,E,Group Stage,2,2026-06-18 18:00:00,Ecuador,Curaçao,0,0,,False,False,2,0,1,VALENCIA Enner,False,False,0.0,0.0,0.0,0.0,0.0
Andrea,36,2026-06-21 06:00,F,Group Stage,2,2026-06-18 18:00:00,Tunisia,Japan,0,4,ITO Junya;KAMADA Daichi;UEDA Ayase,False,False,1,3,2,UEDA Ayase,False,False,0.0,2.0,3.5,0.0,5.5
Andrea,37,2026-06-21 18:00,H,Group Stage,2,2026-06-18 18:00:00,Spain,Saudi Arabia,4,0,OYARZABAL Mikel;YAMAL Lamine,False,True,4,0,1,YAMAL Lamine,False,False,5.0,2.0,3.5,0.0,10.5
Andrea,38,2026-06-21 21:00,G,Group Stage,2,2026-06-18 18:00:00,Belgium,Iran,0,0,,False,False,3,1,1,DE BRUYNE Kevin,False,False,0.0,0.0,0.0,0.0,0.0
Andrea,39,2026-06-22 00:00,H,Group Stage,2,2026-06-18 18:00:00,Uruguay,Cabo Verde,2,2,KEVIN PINA;HELIO VARELA;ARAUJO Maxi;CANOBBIO Agustin,False,False,3,0,1,NUNEZ Darwin,False,False,0.0,0.0,0.0,0.0,0.0
Andrea,40,2026-06-22 03:00,G,Group Stage,2,2026-06-18 18:00:00,New Zealand,Egypt,1,3,SURMAN Finn;MOSTAFA ZICO;TREZEGUET;MOHAMED SALAH,False,False,1,2,2,MOHAMED SALAH,False,False,0.0,2.0,3.5,0.0,5.5
Andrea,41,2026-06-22 19:00,J,Group Stage,2,2026-06-18 18:00:00,Argentina,Austria,2,0,MESSI Lionel,False,False,2,0,1,MARTINEZ Lautaro,False,False,5.0,2.0,0.0,0.0,7.0
Andrea,42,2026-06-22 23:00,I,Group Stage,2,2026-06-18 18:00:00,France,Iraq,3,0,DEMBELE Ousmane;MBAPPE Kylian,False,False,4,0,1,MBAPPE Kylian,False,False,0.0,2.0,3.5,0.0,5.5
Andrea,43,2026-06-23 02:00,I,Group Stage,2,2026-06-18 18:00:00,Norway,Senegal,3,2,HAALAND Erling;HOLMGREN PEDERSEN Marcus;SARR Ismaila,False,False,2,1,1,HAALAND Erling,False,False,0.0,2.0,3.5,0.0,5.5
Andrea,44,2026-06-23 05:00,J,Group Stage,2,2026-06-18 18:00:00,Jordan,Algeria,1,2,NIZAR ALRASHDAN;BENBOUALI Nadhir;GOUIRI Amine,False,False,1,2,2,CHAIBI Fares,False,False,5.0,2.0,0.0,0.0,7.0
Andrea,45,2026-06-23 19:00,K,Group Stage,2,2026-06-18 18:00:00,Portugal,Uzbekistan,5,0,CRISTIANO RONALDO;NUNO MENDES;RAFAEL LEAO,False,True,2,1,1,CRISTIANO RONALDO,False,False,0.0,2.0,3.5,0.0,5.5
Andrea,46,2026-06-23 22:00,L,Group Stage,2,2026-06-18 18:00:00,England,Ghana,0,0,,False,False,3,1,1,KANE Harry,False,False,0.0,0.0,0.0,0.0,0.0
Andrea,47,2026-06-24 01:00,L,Group Stage,2,2026-06-18 18:00:00,Panama,Croatia,0,1,BUDIMIR Ante,False,False,0,2,2,PASALIC Mario,False,False,0.0,2.0,0.0,0.0,2.0
Andrea,48,2026-06-24 04:00,K,Group Stage,2,2026-06-18 18:00:00,Colombia,Congo,1,0,MUNOZ Daniel,False,False,3,1,1,DIAZ Luis,False,False,0.0,2.0,0.0,0.0,2.0
Andrea,49,2026-06-24 21:00,B,Group Stage,3,2026-06-24 21:00:00,Bosnia and Herzegovina,Qatar,3,1,ALAJBEGOVIC Kerim;BAJRAKTAREVIC Esmir;HASSAN ALHAYDOS,False,True,3,0,1,DZEKO Edin,False,False,0.0,2.0,0.0,0.0,2.0
Andrea,50,2026-06-24 21:00,B,Group Stage,3,2026-06-24 21:00:00,Switzerland,Canada,2,1,MANZAMBI Johan;VARGAS Ruben;DAVID Promise,False,False,2,1,1,MANZAMBI Johan,False,False,5.0,2.0,3.5,0.0,10.5
Andrea,51,2026-06-25 00:00,C,Group Stage,3,2026-06-24 21:00:00,Morocco,Haiti,4,2,ISIDOR Wilson;SAIBARI Ismael;HAKIMI Achraf;RAHIMI Sou;YASSINE Gessime,True,False,3,0,1,DIAZ Brahim,False,False,0.0,2.0,0.0,0.0,2.0
Andrea,52,2026-06-25 00:00,C,Group Stage,3,2026-06-24 21:00:00,Scotland,Brazil,0,3,MATHEUS CUNHA;VINICIUS JUNIOR,False,False,1,2,2,VINICIUS JUNIOR,False,False,0.0,2.0,3.5,0.0,5.5
Andrea,53,2026-06-25 03:00,A,Group Stage,3,2026-06-24 21:00:00,Czechia,Mexico,0,3,CHAVEZ Mateo;FIDALGO Alvaro;QUINONES Julian,False,False,1,1,X,SCHICK Patrik,False,False,0.0,0.0,0.0,0.0,0.0
Andrea,54,2026-06-25 03:00,A,Group Stage,3,2026-06-24 21:00:00,South Africa,South Korea,1,0,MASEKO Thapelo,False,False,0,2,2,LEE Kangin,False,False,0.0,0.0,0.0,0.0,0.0
Andrea,55,2026-06-25 22:00,E,Group Stage,3,2026-06-24 21:00:00,Curaçao,Côte d'Ivoire,0,2,PEPE Nicolas,False,False,0,3,2,BONNY Ange-Yoan,False,False,0.0,2.0,0.0,0.0,2.0
Andrea,56,2026-06-25 22:00,E,Group Stage,3,2026-06-24 21:00:00,Ecuador,Germany,2,1,SANE Leroy;ANGULO Nilson;PLATA Gonzalo,False,False,0,2,2,WIRTZ Florian,False,False,0.0,0.0,0.0,0.0,0.0
Andrea,57,2026-06-26 01:00,F,Group Stage,3,2026-06-24 21:00:00,Japan,Sweden,1,1,MAEDA Daizen;ELANGA Anthony,False,False,2,2,X,GYOKERES Viktor,False,False,0.0,2.0,0.0,0.0,2.0
Andrea,58,2026-06-26 01:00,F,Group Stage,3,2026-06-24 21:00:00,Tunisia,Netherlands,1,3,BROBBEY Brian;VAN HECKE Jan Paul;MASTOURI Hazem,True,False,0,3,2,DEPAY Memphis,False,False,0.0,2.0,0.0,0.0,2.0
Andrea,59,2026-06-26 04:00,D,Group Stage,3,2026-06-24 21:00:00,Paraguay,Australia,0,0,,False,False,1,1,X,VOLPATO Cristian,False,False,0.0,2.0,0.0,0.0,2.0
Andrea,60,2026-06-26 04:00,D,Group Stage,3,2026-06-24 21:00:00,Türkiye,USA,3,2,AYHAN Kaan;GULER Arda;YILMAZ Baris Alper;BERHALTER Sebastian;TRUSTY Auston,False,False,2,1,1,YILDIZ Kenan,False,False,0.0,2.0,0.0,0.0,2.0
Andrea,61,2026-06-26 21:00,I,Group Stage,3,2026-06-24 21:00:00,Norway,France,1,4,HOLMGREN PEDERSEN Marcus;DOUE Desire;DEMBELE Ousmane,False,False,2,2,X,MBAPPE Kylian,False,False,0.0,0.0,0.0,0.0,0.0
Andrea,62,2026-06-26 21:00,I,Group Stage,3,2026-06-24 21:00:00,Senegal,Iraq,5,0,DIARRA Habib;GUEYE Pape;NDIAYE Iliman;SARR Ismaila,False,False,4,0,1,JACKSON Nicolas,False,False,0.0,2.0,0.0,0.0,2.0
Andrea,63,2026-06-27 02:00,H,Group Stage,3,2026-06-24 21:00:00,Cabo Verde,Saudi Arabia,0,0,,False,False,1,1,X,MOHAMED KANNO,False,False,0.0,2.0,0.0,0.0,2.0
Andrea,64,2026-06-27 02:00,H,Group Stage,3,2026-06-24 21:00:00,Uruguay,Spain,0,1,BAENA Alex,False,False,0,2,2,YAMAL Lamine,False,False,0.0,2.0,0.0,0.0,2.0
Andrea,65,2026-06-27 05:00,G,Group Stage,3,2026-06-24 21:00:00,Egypt,Iran,1,1,MAHMOUD SABER;REZAEIAN Ramin,False,False,2,0,1,OMAR MARMOUSH,False,False,0.0,0.0,0.0,0.0,0.0
Andrea,66,2026-06-27 05:00,G,Group Stage,3,2026-06-24 21:00:00,New Zealand,Belgium,1,5,JUST Elijah;TROSSARD Leandro;SAELEMAEKERS Alexis;LUKAKU Romelu;DE BRUYNE Kevin,False,False,0,3,2,DE BRUYNE Kevin,False,False,0.0,2.0,3.5,0.0,5.5
Andrea,67,2026-06-27 23:00,L,Group Stage,3,2026-06-24 21:00:00,Croatia,Ghana,2,1,SUCIC Petar;VLASIC Nikola;LUCKASSEN Derrick,False,False,2,1,1,PERISIC Ivan,False,False,5.0,2.0,0.0,0.0,7.0
Andrea,68,2026-06-27 23:00,L,Group Stage,3,2026-06-24 21:00:00,Panama,England,0,2,BELLINGHAM Jude;KANE Harry,False,False,0,3,2,SAKA Bukayo,False,False,0.0,2.0,0.0,0.0,2.0
Andrea,69,2026-06-28 01:30,K,Group Stage,3,2026-06-24 21:00:00,Colombia,Portugal,0,0,,False,False,1,2,2,CRISTIANO RONALDO,False,False,0.0,0.0,0.0,0.0,0.0
Andrea,70,2026-06-28 01:30,K,Group Stage,3,2026-06-24 21:00:00,Congo,Uzbekistan,3,1,MAYELE Fiston;WISSA Yoane;SHOMURODOV Eldor,False,False,1,2,2,SHOMURODOV Eldor,False,False,0.0,0.0,3.5,0.0,3.5
Andrea,71,2026-06-28 04:00,J,Group Stage,3,2026-06-24 21:00:00,Algeria,Austria,3,3,BELGHALI Ra;MAHREZ Riyad;ARNAUTOVIC Marko;KALAJDZIC Sasa;SABITZER Marcel,False,False,2,2,X,SABITZER Marcel,False,False,0.0,2.0,3.5,0.0,5.5
Andrea,72,2026-06-28 04:00,J,Group Stage,3,2026-06-24 21:00:00,Jordan,Argentina,1,3,MOUSA ALTAMARI;LO CELSO Giovani;MARTINEZ Lautaro;MESSI Lionel,False,False,0,3,2,MARTINEZ Lautaro,False,False,0.0,2.0,3.5,0.0,5.5
Andrea,73,2026-06-28 21:00,KOUT,Knock Out,R32,2026-06-28 21:00:00,South Africa,Canada,0,1,EUSTAQUIO Stephen,False,False,0,2,2,DAVID Jonathan,False,False,0.0,2.0,0.0,0.0,2.0
Andrea,74,2026-06-29 19:00,KOUT,Knock Out,R32,2026-06-28 21:00:00,Brazil,Japan,2,1,CASEMIRO;GABRIEL MARTINELLI;SANO Kaishu,False,False,2,1,1,RAYAN,False,False,5.0,2.0,0.0,0.0,7.0
Andrea,75,2026-06-29 22:30,KOUT,Knock Out,R32,2026-06-28 21:00:00,Germany,Paraguay,1,1,HAVERTZ Kai;ENCISO Julio,False,False,2,0,1,HAVERTZ Kai,False,False,0.0,0.0,3.5,0.0,3.5
Andrea,76,2026-06-30 03:00,KOUT,Knock Out,R32,2026-06-28 21:00:00,Netherlands,Morocco,1,1,GAKPO Cody;DIOP Issa,False,False,1,1,X,BROBBEY Brian,False,False,5.0,2.0,0.0,0.0,7.0
Andrea,77,2026-06-30 19:00,KOUT,Knock Out,R32,2026-06-28 21:00:00,Côte d'Ivoire,Norway,1,2,DIALLO Amad;HAALAND Erling;NUSA Antonio,False,False,1,2,2,HAALAND Erling,False,False,5.0,2.0,3.5,0.0,10.5
Andrea,78,2026-06-30 23:00,KOUT,Knock Out,R32,2026-06-28 21:00:00,France,Sweden,3,0,BARCOLA Bradley;MBAPPE Kylian,False,False,3,1,1,MBAPPE Kylian,False,False,0.0,2.0,3.5,0.0,5.5
Andrea,79,2026-07-01 03:00,KOUT,Knock Out,R32,2026-06-28 21:00:00,Mexico,Ecuador,2,0,QUINONES Julian;JIMENEZ Raul,False,False,2,1,1,JIMENEZ Raul,False,False,0.0,2.0,3.5,0.0,5.5
Andrea,80,2026-07-01 18:00,KOUT,Knock Out,R32,2026-06-28 21:00:00,England,Congo,2,1,KANE Harry;CIPENGA Brian,False,False,2,1,1,KANE Harry,False,False,5.0,2.0,3.5,0.0,10.5
Andrea,81,2026-07-01 22:00,KOUT,Knock Out,R32,2026-06-28 21:00:00,Belgium,Senegal,2,2,DIARRA Habib;SARR Ismaila;TIELEMANS Youri;LUKAKU Romelu,False,False,1,1,X,JACKSON Nicolas,False,False,0.0,2.0,0.0,0.0,2.0
Andrea,82,2026-07-02 02:00,KOUT,Knock Out,R32,2026-06-28 21:00:00,USA,Bosnia and Herzegovina,2,0,BALOGUN Folarin;TILLMAN Malik,False,False,2,2,X,DEMIROVIC Ermedin,False,False,0.0,0.0,0.0,0.0,0.0
Andrea,83,2026-07-02 21:00,KOUT,Knock Out,R32,2026-06-28 21:00:00,Spain,Austria,3,0,OYARZABAL Mikel;PORRO Pedro,False,False,2,1,1,OYARZABAL Mikel,False,False,0.0,2.0,3.5,0.0,5.5
Andrea,84,2026-07-03 01:00,KOUT,Knock Out,R32,2026-06-28 21:00:00,Portugal,Croatia,2,1,CRISTIANO RONALDO;GONCALO RAMOS;PERISIC Ivan,False,False,2,2,X,CRISTIANO RONALDO,False,False,0.0,0.0,3.5,0.0,3.5
Andrea,85,2026-07-03 05:00,KOUT,Knock Out,R32,2026-06-28 21:00:00,Switzerland,Algeria,2,0,NDOYE Dan;EMBOLO Breel,False,False,1,1,X,EMBOLO Breel,False,False,0.0,0.0,3.5,0.0,3.5
Andrea,86,2026-07-03 20:00,KOUT,Knock Out,R32,2026-06-28 21:00:00,Australia,Egypt,1,1,EMAM ASHOUR,False,True,0,1,2,OMAR MARMOUSH,False,False,0.0,0.0,0.0,0.0,0.0
Andrea,87,2026-07-04 00:00,KOUT,Knock Out,R32,2026-06-28 21:00:00,Argentina,Cabo Verde,1,1,MESSI Lionel;DEROY DUARTE,False,False,4,0,1,MARTINEZ Lautaro,False,False,0.0,0.0,0.0,0.0,0.0
Andrea,88,2026-07-04 03:30,KOUT,Knock Out,R32,2026-06-28 21:00:00,Colombia,Ghana,1,0,ARIAS Jhon,False,False,1,0,1,DIAZ Luis,False,False,5.0,2.0,0.0,0.0,7.0
Edoardo,1,2026-06-11 21:00,A,Group Stage,1,2026-06-11 21:00:00,Mexico,South Africa,2,0,JIMENEZ Raul;QUINONES Julian,False,False,1,0,1,VEGA Alexis,False,False,0.0,2.0,0.0,0.0,2.0
Edoardo,2,2026-06-12 04:00,A,Group Stage,1,2026-06-11 21:00:00,South Korea,Czechia,2,1,KREJCI Ladislav;HWANG Inbeom;OH Hyeongyu,False,False,1,3,2,SCHICK Patrik,False,False,0.0,0.0,0.0,0.0,0.0
Edoardo,3,2026-06-12 21:00,B,Group Stage,1,2026-06-11 21:00:00,Canada,Bosnia and Herzegovina,1,1,LARIN Cyle;LUKIC Jovo,False,False,1,1,X,DZEKO Edin,False,False,5.0,2.0,0.0,0.0,7.0
Edoardo,4,2026-06-13 03:00,D,Group Stage,1,2026-06-11 21:00:00,USA,Paraguay,4,1,BALOGUN Folarin;REYNA Giovanni;MAURICIO,False,True,2,0,1,McKENNIE Weston,False,False,0.0,2.0,0.0,0.0,2.0
Edoardo,5,2026-06-13 21:00,B,Group Stage,1,2026-06-11 21:00:00,Qatar,Switzerland,1,1,BOUALEM KHOUKHI;EMBOLO Breel,False,False,0,3,2,EMBOLO Breel,False,False,0.0,0.0,3.5,0.0,3.5
Edoardo,6,2026-06-14 00:00,C,Group Stage,1,2026-06-11 21:00:00,Brazil,Morocco,1,1,VINICIUS JUNIOR;SAIBARI Ismael,False,False,3,1,1,HAKIMI Achraf,False,False,0.0,0.0,0.0,0.0,0.0
Edoardo,7,2026-06-14 03:00,C,Group Stage,1,2026-06-11 21:00:00,Haiti,Scotland,0,1,McGINN John,False,False,0,2,2,,True,False,0.0,2.0,0.0,0.0,2.0
Edoardo,8,2026-06-14 06:00,D,Group Stage,1,2026-06-11 21:00:00,Australia,Türkiye,2,0,IRANKUNDA Nestory;METCALFE Connor,False,False,0,2,2,CALHANOGLU Hakan,False,False,0.0,0.0,0.0,0.0,0.0
Edoardo,9,2026-06-14 19:00,E,Group Stage,1,2026-06-11 21:00:00,Germany,Curaçao,7,1,BROWN Nathaniel;HAVERTZ Kai;MUSIALA Jamal;NMECHA Felix;SCHLOTTERBECK Nico;UNDAV Deniz;COMENENCIA Livano,False,False,4,0,1,HAVERTZ Kai,False,False,0.0,2.0,3.5,0.0,5.5
Edoardo,10,2026-06-14 22:00,F,Group Stage,1,2026-06-11 21:00:00,Netherlands,Japan,2,2,SUMMERVILLE Crysencio;VAN DIJK Virgil;KAMADA Daichi;NAKAMURA Keito,False,False,2,1,1,DUMFRIES Denzel,False,False,0.0,0.0,0.0,0.0,0.0
Edoardo,11,2026-06-15 01:00,E,Group Stage,1,2026-06-11 21:00:00,Côte d'Ivoire,Ecuador,1,0,DIALLO Amad,False,False,1,1,X,,False,True,0.0,0.0,0.0,0.0,0.0
Edoardo,12,2026-06-15 04:00,F,Group Stage,1,2026-06-11 21:00:00,Sweden,Tunisia,5,1,AYARI Yasin;GYOKERES Viktor;ISAK Alexander;SVANBERG Mattias;REKIK Omar,False,False,1,1,X,SKHIRI Ellyes,False,False,0.0,0.0,0.0,0.0,0.0
Edoardo,13,2026-06-15 18:00,H,Group Stage,1,2026-06-11 21:00:00,Spain,Cabo Verde,0,0,,False,False,5,0,1,YAMAL Lamine,False,False,0.0,0.0,0.0,0.0,0.0
Edoardo,14,2026-06-15 21:00,G,Group Stage,1,2026-06-11 21:00:00,Belgium,Egypt,1,1,EMAM ASHOUR,False,True,3,2,1,,True,False,0.0,0.0,0.0,0.0,0.0
Edoardo,15,2026-06-16 00:00,H,Group Stage,1,2026-06-11 21:00:00,Saudi Arabia,Uruguay,1,1,ABDULELAH ALAMRI;ARAUJO Maxi,False,False,0,2,2,VALVERDE Federico,False,False,0.0,0.0,0.0,0.0,0.0
Edoardo,16,2026-06-16 03:00,G,Group Stage,1,2026-06-11 21:00:00,Iran,New Zealand,2,2,MOHEBBI Mohammad;REZAEIAN Ramin;JUST Elijah,False,False,2,0,1,TAREMI Mehdi,False,False,0.0,0.0,0.0,0.0,0.0
Edoardo,17,2026-06-16 21:00,I,Group Stage,1,2026-06-11 21:00:00,France,Senegal,3,1,MBAPPE Kylian;BARCOLA Bradley;MBAYE Ibrahim,False,False,2,1,1,MBAPPE Kylian,False,False,0.0,2.0,3.5,0.0,5.5
Edoardo,18,2026-06-17 00:00,I,Group Stage,1,2026-06-11 21:00:00,Iraq,Norway,1,4,AYMEN HUSSEIN;HAALAND Erling;OSTIGARD Leo,True,False,0,2,2,HAALAND Erling,False,False,0.0,2.0,3.5,0.0,5.5
Edoardo,19,2026-06-17 03:00,J,Group Stage,1,2026-06-11 21:00:00,Argentina,Algeria,3,0,MESSI Lionel,False,False,3,0,1,MARTINEZ Lautaro,False,False,5.0,2.0,0.0,0.0,7.0
Edoardo,20,2026-06-17 06:00,J,Group Stage,1,2026-06-11 21:00:00,Austria,Jordan,3,1,SCHMID Romano;ARNAUTOVIC Marko;ALI OLWAN,False,True,1,0,1,ARNAUTOVIC Marko,False,False,0.0,2.0,3.5,0.0,5.5
Edoardo,21,2026-06-17 19:00,K,Group Stage,1,2026-06-11 21:00:00,Portugal,Congo,1,1,JOAO NEVES;WISSA Yoane,False,False,3,0,1,CRISTIANO RONALDO,False,False,0.0,0.0,0.0,0.0,0.0
Edoardo,22,2026-06-17 22:00,L,Group Stage,1,2026-06-11 21:00:00,England,Croatia,4,2,BELLINGHAM Jude;KANE Harry;RASHFORD Marcus;BATURINA Martin;MUSA Petar,False,False,3,2,1,,True,False,0.0,2.0,0.0,0.0,2.0
Edoardo,23,2026-06-18 01:00,L,Group Stage,1,2026-06-11 21:00:00,Ghana,Panama,1,0,YIRENKYI Caleb,False,False,1,0,1,,False,True,5.0,2.0,0.0,0.0,7.0
Edoardo,24,2026-06-18 04:00,K,Group Stage,1,2026-06-11 21:00:00,Uzbekistan,Colombia,1,3,FAYZULLAEV Abbosbek;CAMPAZ Jaminton;DIAZ Luis;MUNOZ Daniel,False,False,0,2,2,SUAREZ Luis,False,False,0.0,2.0,0.0,0.0,2.0
Edoardo,25,2026-06-18 18:00,A,Group Stage,2,2026-06-18 18:00:00,Czechia,South Africa,1,1,SADILEK Michal;MOKOENA Teboho,False,False,2,1,1,ZIMA David,False,False,0.0,0.0,0.0,0.0,0.0
Edoardo,26,2026-06-18 21:00,B,Group Stage,2,2026-06-18 18:00:00,Switzerland,Bosnia and Herzegovina,4,1,MANZAMBI Johan;VARGAS Ruben;MAHMIC Ermin;XHAKA Granit,False,False,1,1,X,XHAKA Granit,False,False,0.0,0.0,3.5,0.0,3.5
Edoardo,27,2026-06-19 00:00,B,Group Stage,2,2026-06-18 18:00:00,Canada,Qatar,6,0,DAVID Jonathan;LARIN Cyle;SALIBA Nathan,False,True,3,0,1,BUCHANAN Tajon,False,False,0.0,2.0,0.0,0.0,2.0
Edoardo,28,2026-06-19 03:00,A,Group Stage,2,2026-06-18 18:00:00,Mexico,South Korea,1,0,ROMO Luis,False,False,2,2,X,SON Heungmin,False,False,0.0,0.0,0.0,0.0,0.0
Edoardo,29,2026-06-19 21:00,D,Group Stage,2,2026-06-18 18:00:00,USA,Australia,2,0,FREEMAN Alex,False,True,2,1,1,PULISIC Christian,False,False,0.0,2.0,0.0,0.0,2.0
Edoardo,30,2026-06-20 00:00,C,Group Stage,2,2026-06-18 18:00:00,Scotland,Morocco,0,1,SAIBARI Ismael,False,False,0,2,2,DIAZ Brahim,False,False,0.0,2.0,0.0,0.0,2.0
Edoardo,31,2026-06-20 02:30,C,Group Stage,2,2026-06-18 18:00:00,Brazil,Haiti,3,0,MATHEUS CUNHA;VINICIUS JUNIOR,False,False,5,0,1,VINICIUS JUNIOR,False,False,0.0,2.0,3.5,0.0,5.5
Edoardo,32,2026-06-20 05:00,D,Group Stage,2,2026-06-18 18:00:00,Türkiye,Paraguay,0,1,GALARZA Matias,False,False,3,2,1,CALHANOGLU Hakan,False,False,0.0,0.0,0.0,0.0,0.0
Edoardo,33,2026-06-20 19:00,F,Group Stage,2,2026-06-18 18:00:00,Netherlands,Sweden,5,1,BROBBEY Brian;GAKPO Cody;SUMMERVILLE Crysencio;ELANGA Anthony,False,False,2,2,X,,True,False,0.0,0.0,0.0,0.0,0.0
Edoardo,34,2026-06-20 22:00,E,Group Stage,2,2026-06-18 18:00:00,Germany,Côte d'Ivoire,2,1,KESSIE Franck;UNDAV Deniz,False,False,4,2,1,HAVERTZ Kai,False,False,0.0,2.0,0.0,0.0,2.0
Edoardo,35,2026-06-21 02:00,E,Group Stage,2,2026-06-18 18:00:00,Ecuador,Curaçao,0,0,,False,False,3,1,1,,False,True,0.0,0.0,0.0,0.0,0.0
Edoardo,36,2026-06-21 06:00,F,Group Stage,2,2026-06-18 18:00:00,Tunisia,Japan,0,4,ITO Junya;KAMADA Daichi;UEDA Ayase,False,False,1,2,2,WATANABE Tsuyoshi,False,False,0.0,2.0,0.0,0.0,2.0
Edoardo,37,2026-06-21 18:00,H,Group Stage,2,2026-06-18 18:00:00,Spain,Saudi Arabia,4,0,OYARZABAL Mikel;YAMAL Lamine,False,True,3,0,1,YAMAL Lamine,False,False,0.0,2.0,3.5,0.0,5.5
